UNITID,PRGMOFR,CIPCODE1,XCIPTUI1,CIPTUIT1,XCIPSUP1,CIPSUPP1,XCIPLGT1,CIPLGTH1,PRGMSR1,XMTHCMP1,MTHCMP1,XWKCMP1,WKCMP1,XLNAYHR1,LNAYHR1,XLNAYWK1,LNAYWK1,XCHG1PY0,CHG1PY0,XCHG1PY1,CHG1PY1,XCHG1PY2,CHG1PY2,XCHG1PY3,CHG1PY3,XCHG4PY0,CHG4PY0,XCHG4PY1,CHG4PY1,XCHG4PY2,CHG4PY2,XCHG4PY3,CHG4PY3,XCHG5PY0,CHG5PY0,XCHG5PY1,CHG5PY1,XCHG5PY2,CHG5PY2,XCHG5PY3,CHG5PY3,XCHG6PY0,CHG6PY0,XCHG6PY1,CHG6PY1,XCHG6PY2,CHG6PY2,XCHG6PY3,CHG6PY3,XCHG7PY0,CHG7PY0,XCHG7PY1,CHG7PY1,XCHG7PY2,CHG7PY2,XCHG7PY3,CHG7PY3,XCHG8PY0,CHG8PY0,XCHG8PY1,CHG8PY1,XCHG8PY2,CHG8PY2,XCHG8PY3,CHG8PY3,XCHG9PY0,CHG9PY0,XCHG9PY1,CHG9PY1,XCHG9PY2,CHG9PY2,XCHG9PY3,CHG9PY3,CIPCODE2,XCIPTUI2,CIPTUIT2,XCIPSUP2,CIPSUPP2,XCIPLGT2,CIPLGTH2,PRGMSR2,XMTHCMP2,MTHCMP2,CIPCODE3,XCIPTUI3,CIPTUIT3,XCIPSUP3,CIPSUPP3,XCIPLGT3,CIPLGTH3,PRGMSR3,XMTHCMP3,MTHCMP3,CIPCODE4,XCIPTUI4,CIPTUIT4,XCIPSUP4,CIPSUPP4,XCIPLGT4,CIPLGTH4,PRGMSR4,XMTHCMP4,MTHCMP4,CIPCODE5,XCIPTUI5,CIPTUIT5,XCIPSUP5,CIPSUPP5,XCIPLGT5,CIPLGTH5,PRGMSR5,XMTHCMP5,MTHCMP5,CIPCODE6,XCIPTUI6,CIPTUIT6,XCIPSUP6,CIPSUPP6,XCIPLGT6,CIPLGTH6,PRGMSR6,XMTHCMP6,MTHCMP6 
148955,2,"51.0801","A",.,"A",.,"R",1270,1,"R",12,"R",48,"R",792,"R",30,"R",13300,"R",14300,"R",14300,"R",14300,"R",2077,"R",2077,"R",2077,"R",2077,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13800,"R",13632,"R",14172,"R",14796,"R",7848,"R",12624,"R",8448,"R",13992,"R",7848,"R",8892,"R",8892,"R",12732,"51.0710","R",9690,"R",2218,"R",1270,1,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
149204,3,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",16775,"R",16775,"R",17775,"R",17775,"R",2200,"R",2200,"R",2700,"R",2700,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9475,"R",9475,"R",9475,"R",9475,"R",2500,"R",2500,"R",2500,"R",2500,"R",3000,"R",3000,"R",3000,"R",3000,"12.0410","R",3700,"R",700,"R",350,1,"R",7,"12.0413","R",15000,"R",263,"R",1000,1,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
149499,2,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",33,"R",13600,"R",13600,"R",13600,"R",13900,"R",1100,"R",1111,"R",1111,"R",1203,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5625,"R",5625,"R",5625,"R",5625,"R",3750,"R",3750,"R",3750,"R",3750,"R",4688,"R",4688,"R",4688,"R",4688,"12.0413","R",8650,"R",530,"R",1000,1,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
149550,7,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",17100,"R",17100,"R",17100,"R",17100,"R",900,"R",900,"R",900,"R",900,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",17038,"R",17550,"R",18075,"R",18075,"R",10275,"R",10588,"R",10913,"R",10913,"R",8050,"R",8288,"R",8538,"R",8538,"12.0402","R",11100,"R",900,"R",1500,1,"R",13,"12.0409","R",8875,"R",725,"R",750,1,"R",6,"12.0410","R",3775,"R",475,"R",350,1,"R",3,"51.3501","R",9300,"R",500,"R",600,1,"R",9,"12.0413","R",1950,"R",150,"R",500,1,"R",4,
150303,4,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",975,"R",26,"R",19982,"R",19982,"R",19982,"R",19982,"R",3120,"R",3120,"R",3120,"R",3120,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9050,"R",9513,"R",9888,"R",10175,"R",8025,"R",8450,"R",9125,"R",9388,"R",8025,"R",8450,"R",9125,"R",9388,"12.0413","R",12500,"R",1970,"R",1000,1,"R",12,"12.0409","R",13184,"R",2420,"R",750,1,"R",7,"12.0402","R",19982,"R",2670,"R",1500,1,"R",13,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
150428,5,"12.0401","A",.,"A",.,"R",1500,1,"R",16,"R",63,"R",900,"R",38,"R",16500,"R",16500,"R",16500,"R",17800,"R",1800,"R",1800,"R",1800,"R",2000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11261,"R",11261,"R",11261,"R",11261,"R",7403,"R",7403,"R",7403,"R",7403,"R",5276,"R",5276,"R",5276,"R",5276,"12.0409","R",13700,"R",1800,"R",900,1,"R",10,"12.0410","R",9000,"R",1500,"R",600,1,"R",6,"13.1399","R",11500,"R",500,"R",1000,1,"R",11,"12.0402","R",17500,"R",2000,"R",1500,1,"R",16,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
150765,2,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",45,"R",1000,"R",30,"R",12950,"R",12950,"R",12950,"R",12950,"R",1150,"R",1150,"R",1150,"R",1150,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13005,"R",13399,"R",13028,"R",13658,"R",13961,"R",14378,"R",8663,"R",10384,"R",9878,"R",10170,"R",8100,"R",7673,"12.0409","R",11600,"R",600,"R",700,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
150853,2,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",48,"R",900,"R",30,"R",15100,"R",15100,"R",17216,"R",17216,"R",2000,"R",2000,"R",2500,"R",2500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7500,"R",9660,"R",9660,"R",10704,"R",8448,"R",8568,"R",8568,"R",8568,"R",8040,"R",8844,"R",8844,"R",8844,"12.0413","R",6000,"R",900,"R",1000,1,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
151564,2,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",1100,"R",31,"R",5385,"R",5405,"R",5935,"R",6610,"R",515,"R",515,"R",620,"R",640,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5827,"R",5827,"R",5827,"R",5827,"R",1742,"R",1742,"R",1742,"R",1742,"R",1742,"R",1742,"R",1742,"R",1742,"12.0413","R",3700,"R",365,"R",1000,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
151607,4,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",975,"R",26,"R",17407,"R",17407,"R",17407,"R",17407,"R",3120,"R",3120,"R",3120,"R",3120,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9050,"R",9513,"R",9888,"R",10175,"R",8025,"R",8450,"R",9125,"R",9388,"R",8025,"R",8450,"R",9125,"R",9388,"12.0410","R",6900,"R",2580,"R",600,1,"R",5,"12.0409","R",13184,"R",2420,"R",750,1,"R",7,"12.0413","R",9500,"R",1970,"R",1000,1,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
151652,3,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",19260,"R",19260,"R",19260,"R",19260,"R",2750,"R",2750,"R",2750,"R",2750,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8310,"R",8740,"R",8912,"R",9170,"R",7375,"R",7751,"R",8224,"R",8460,"R",7375,"R",7751,"R",8224,"R",8460,"12.0413","R",11000,"R",499,"R",1000,1,"R",8,"12.0409","R",7497,"R",1400,"R",700,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
151661,11,"47.0613","A",.,"A",.,"R",63,2,"R",13,"R",52,"R",24,"R",32,"R",30005,"R",31370,"R",32243,"R",32854,"R",1458,"R",1572,"R",1669,"R",1725,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15067,"R",15418,"R",15665,"R",27300,"R",8333,"R",8528,"R",8671,"R",15782,"R",5811,"R",5954,"R",5720,"R",5993,"47.0604","R",32854,"R",1725,"R",60,2,"R",14,"46.0302","R",24118,"R",1845,"R",42,2,"R",13,"47.0603","R",23860,"R",1725,"R",42,2,"R",14,"48.0508","R",19978,"R",995,"R",28,2,"R",9,"46.0302","R",31696,"R",1932,"R",60,2,"R",18,
152044,4,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",13700,"R",16695,"R",16695,"R",16695,"R",1500,"R",1500,"R",1500,"R",1500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3268,"R",3268,"R",3268,"R",3268,"R",1634,"R",1634,"R",1634,"R",1634,"R",2580,"R",2580,"R",2580,"R",2580,"12.0402","R",17694,"R",1000,"R",1800,1,"R",14,"12.0413","R",5600,"R",300,"R",1000,1,"R",12,"12.0410","R",4000,"R",500,"R",400,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
152150,4,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",15100,"R",15100,"R",17216,"R",17216,"R",2000,"R",2495,"R",2500,"R",2500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8975,"R",11225,"R",11225,"R",11200,"R",6488,"R",8300,"R",8300,"R",8300,"R",5238,"R",6375,"R",6375,"R",6375,"12.0410","R",8945,"R",1400,"R",600,1,"R",6,"12.0409","R",9567,"R",1800,"R",700,1,"R",7,"12.0413","R",6000,"R",900,"R",1000,1,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
152275,5,"12.0402","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",14850,"R",15350,"R",15850,"R",16350,"R",1200,"R",1500,"R",1500,"R",1500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8750,"R",13388,"R",13388,"R",17275,"R",10313,"R",9963,"R",9963,"R",8963,"R",10725,"R",8438,"R",8438,"R",6888,"12.0401","R",15850,"R",1500,"R",1500,1,"R",13,"12.0413","R",10450,"R",750,"R",1000,1,"R",10,"12.0409","R",9850,"R",1500,"R",700,1,"R",7,"12.0410","R",6850,"R",1500,"R",600,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
152309,2,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",52,"R",900,"R",30,"R",14850,"R",14850,"R",14850,"R",18450,"R",1500,"R",2000,"R",2400,"R",3000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11024,"R",11024,"R",11258,"R",11258,"R",5434,"R",5434,"R",5694,"R",5694,"R",5434,"R",5577,"R",5694,"R",5694,"12.0402","R",18450,"R",3000,"R",1500,1,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
152628,2,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",11075,"R",11075,"R",11075,"R",11250,"R",1130,"R",1130,"R",1130,"R",1400,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8000,"R",8000,"R",8000,"R",8000,"R",3125,"R",3125,"R",3125,"R",3125,"R",1250,"R",1250,"R",1250,"R",1250,"13.1399","R",6690,"R",245,"R",1000,1,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
153074,5,"12.0401","A",.,"A",.,"R",2100,1,"R",16,"R",62,"R",900,"R",26,"R",17280,"R",17780,"R",17780,"R",17780,"R",2165,"R",2165,"R",2165,"R",2165,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13175,"R",13175,"R",13175,"R",13981,"R",11129,"R",11129,"R",11129,"R",4185,"R",11129,"R",11129,"R",11129,"R",7068,"51.3501","R",8220,"R",1430,"R",720,1,"R",7,"12.0413","R",4150,"R",200,"R",1000,1,"R",7,"12.0410","R",3770,"R",580,"R",360,1,"R",4,"12.0409","R",9085,"R",1740,"R",720,1,"R",7,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
153083,5,"12.0401","A",.,"A",.,"R",2100,1,"R",16,"R",62,"R",900,"R",26,"R",17280,"R",17780,"R",17780,"R",17780,"R",2165,"R",2165,"R",2165,"R",2165,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13175,"R",13175,"R",13175,"R",13981,"R",11129,"R",11129,"R",11129,"R",4185,"R",11129,"R",11129,"R",11129,"R",7068,"12.0409","R",9085,"R",1740,"R",720,1,"R",7,"51.3501","R",8220,"R",1430,"R",720,1,"R",7,"12.0410","R",4150,"R",200,"R",360,1,"R",4,"12.0413","R",3770,"R",580,"R",1000,1,"R",7,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
153339,1,"12.0401","A",.,"A",.,"R",2100,1,"R",15,"R",60,"R",900,"R",26,"R",13450,"R",13450,"R",13450,"R",13450,"R",2100,"R",2100,"R",2100,"R",2100,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12465,"R",12990,"R",12990,"R",12990,"R",6315,"R",6390,"R",6390,"R",6390,"R",6315,"R",6390,"R",6390,"R",6390,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
153463,1,"12.0401","A",.,"A",.,"R",2100,1,"R",14,"R",57,"R",962,"R",26,"R",17590,"R",17590,"R",17590,"R",17590,"R",2090,"R",2090,"R",2090,"R",2090,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11842,"R",12084,"R",12084,"R",12084,"R",5843,"R",5957,"R",5957,"R",5957,"R",5843,"R",5957,"R",5957,"R",5957,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
153597,3,"12.0401","A",.,"A",.,"R",2100,1,"R",15,"R",60,"R",1050,"R",30,"R",17640,"R",17640,"R",17640,"R",17640,"R",2258,"R",2258,"R",2258,"R",2258,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9885,"R",11850,"R",11850,"R",11850,"R",7215,"R",6390,"R",6390,"R",6390,"R",7215,"R",6390,"R",6390,"R",6390,"12.0409","R",8100,"R",1825,"R",600,1,"R",5,"51.3501","R",9100,"R",1950,"R",650,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
153746,5,"12.0401","A",.,"A",.,"R",2100,1,"R",15,"R",60,"R",1050,"R",30,"R",18660,"R",18660,"R",19238,"R",19286,"R",3000,"R",3000,"R",1545,"R",1545,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10500,"R",11250,"R",19560,"R",19560,"R",9750,"R",11940,"R",10170,"R",8670,"R",7005,"R",8730,"R",9345,"R",7845,"12.0409","R",11120,"R",904,"R",750,1,"R",6,"51.3501","R",11368,"R",745,"R",900,1,"R",7,"12.0413","R",9244,"R",290,"R",1000,1,"R",7,"12.0410","R",4958,"R",550,"R",350,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
153764,5,"12.0401","A",.,"A",.,"R",2100,1,"R",15,"R",60,"R",1050,"R",30,"R",18660,"R",19201,"R",19201,"R",19273,"R",3000,"R",1969,"R",1545,"R",1545,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10500,"R",11250,"R",22230,"R",22230,"R",10440,"R",10440,"R",10455,"R",10455,"R",7230,"R",7230,"R",7140,"R",7140,"12.0409","R",11113,"R",904,"R",750,1,"R",6,"51.3501","R",11364,"R",745,"R",900,1,"R",9,"12.0413","R",9243,"R",290,"R",1000,1,"R",7,"12.0410","R",4858,"R",550,"R",350,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
153773,5,"12.0401","A",.,"A",.,"R",2100,1,"R",15,"R",60,"R",900,"R",26,"R",17650,"R",17650,"R",17650,"R",17650,"R",2600,"R",2600,"R",2600,"R",2600,"R",8520,"R",8520,"R",8520,"R",8520,"R",5040,"R",5040,"R",5040,"R",5040,"R",5790,"R",5790,"R",5790,"R",5790,"R",9540,"R",9540,"R",9540,"R",9540,"R",9540,"R",9540,"R",9540,"R",9540,"51.3501","R",12350,"R",600,"R",650,1,"R",8,"12.0401","R",9300,"R",1130,"R",600,1,"R",6,"12.0410","R",3000,"R",850,"R",350,1,"R",5,"13.1399","R",6245,"R",100,"R",1000,1,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
153782,5,"12.0401","A",.,"A",.,"R",2100,1,"R",15,"R",60,"R",1050,"R",30,"R",18660,"R",18660,"R",19283,"R",19286,"R",3000,"R",3000,"R",1545,"R",1545,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10500,"R",11250,"R",22230,"R",22230,"R",11940,"R",11940,"R",10455,"R",10455,"R",7230,"R",7230,"R",7140,"R",7140,"12.0409","R",11120,"R",904,"R",750,1,"R",6,"51.3501","R",11368,"R",745,"R",900,1,"R",7,"12.0413","R",9244,"R",290,"R",1000,1,"R",7,"12.0410","R",4858,"R",550,"R",350,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
154165,2,"12.0499","A",.,"A",.,"R",2100,1,"R",15,"R",60,"R",1050,"R",30,"R",17640,"R",17640,"R",17640,"R",17640,"R",2258,"R",2258,"R",2258,"R",2258,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7485,"R",11850,"R",11850,"R",11850,"R",6210,"R",6390,"R",6390,"R",6390,"R",6210,"R",6390,"R",6390,"R",6390,"12.0410","R",3575,"R",777,"R",325,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
154208,4,"12.0401","A",.,"A",.,"R",2100,1,"R",16,"R",62,"R",1050,"R",26,"R",21193,"R",22604,"R",23624,"R",23624,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12881,"R",13144,"R",13144,"R",13144,"R",6355,"R",6479,"R",6479,"R",6479,"R",6355,"R",6479,"R",6479,"R",6479,"12.0409","R",11816,"R",0,"R",600,1,"R",6,"51.3501","R",11498,"R",0,"R",600,1,"R",7,"12.0410","R",3866,"R",0,"R",325,1,"R",7,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
154332,5,"12.0401","A",.,"A",.,"R",2100,1,"R",15,"R",60,"R",1050,"R",30,"R",18660,"R",19214,"R",19214,"R",19286,"R",3000,"R",1969,"R",1545,"R",1545,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10500,"R",11250,"R",19560,"R",19560,"R",10440,"R",10440,"R",8670,"R",8670,"R",7230,"R",7230,"R",7845,"R",7845,"12.0409","R",11120,"R",904,"R",750,1,"R",6,"51.3501","R",11368,"R",745,"R",900,1,"R",7,"12.0413","R",9244,"R",290,"R",1000,1,"R",7,"12.0410","R",4958,"R",550,"R",350,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
154341,5,"12.0401","A",.,"A",.,"R",2100,1,"R",15,"R",60,"R",1050,"R",30,"R",18660,"R",19202,"R",19202,"R",19273,"R",3000,"R",1969,"R",1545,"R",1545,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10500,"R",11250,"R",19560,"R",19560,"R",10440,"R",10440,"R",8670,"R",8670,"R",7230,"R",7230,"R",7845,"R",7845,"12.0409","R",11113,"R",904,"R",750,1,"R",6,"51.3501","R",11364,"R",745,"R",900,1,"R",7,"12.0413","R",9243,"R",290,"R",1000,1,"R",7,"12.0410","R",4858,"R",550,"R",350,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
154448,5,"12.0401","A",.,"A",.,"R",2100,1,"R",16,"R",62,"R",900,"R",26,"R",17280,"R",17780,"R",17780,"R",17780,"R",2165,"R",2165,"R",2165,"R",2165,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13175,"R",13175,"R",13175,"R",13981,"R",11129,"R",11129,"R",11129,"R",4185,"R",11129,"R",11129,"R",11129,"R",4557,"12.0409","R",9085,"R",1740,"R",720,1,"R",7,"12.0410","R",3770,"R",580,"R",360,1,"R",4,"12.0413","R",4150,"R",200,"R",1000,1,"R",7,"51.3501","R",8220,"R",1430,"R",720,1,"R",7,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
154457,2,"12.0499","A",.,"A",.,"R",2100,1,"R",15,"R",60,"R",1050,"R",30,"R",17640,"R",17640,"R",17640,"R",17640,"R",2258,"R",2258,"R",2258,"R",2258,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12105,"R",11850,"R",11850,"R",11850,"R",8625,"R",6390,"R",6390,"R",6390,"R",8625,"R",6390,"R",6390,"R",6390,"12.0410","R",3575,"R",777,"R",325,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
154466,1,"12.0401","A",.,"A",.,"R",2100,1,"R",15,"R",60,"R",910,"R",26,"R",18850,"R",18850,"R",18995,"R",18750,"R",1875,"R",2225,"R",1795,"R",2150,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13365,"R",12600,"R",12990,"R",13230,"R",10605,"R",9870,"R",6390,"R",6510,"R",6300,"R",6435,"R",6570,"R",6690,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
154545,1,"12.0402","A",.,"A",.,"R",2100,1,"R",16,"R",62,"R",900,"R",27,"R",16000,"R",16000,"R",16900,"R",16900,"R",2700,"R",2700,"R",3265,"R",3265,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10075,"R",10075,"R",10075,"R",10075,"R",3782,"R",3782,"R",3782,"R",3782,"R",3782,"R",3782,"R",3782,"R",3782,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
155159,2,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",47,"R",900,"R",28,"R",13200,"R",13300,"R",13800,"R",15100,"R",2600,"R",2600,"R",2100,"R",2100,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9612,"R",10176,"R",10176,"R",10176,"R",4747,"R",5006,"R",5006,"R",5006,"R",4747,"R",5006,"R",5006,"R",5006,"12.0410","R",3695,"R",900,"R",350,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
155283,12,"51.0801","A",.,"A",.,"R",24,2,"R",8,"R",32,"R",24,"R",30,"R",15360,"R",16475,"R",16805,"R",16805,"R",1250,"R",674,"R",677,"R",677,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11816,"R",12248,"R",13408,"R",14736,"R",3768,"R",3776,"R",3552,"R",3360,"R",3888,"R",3880,"R",3168,"R",2864,"51.3901","R",32249,"R",1271,"R",60,2,"R",21,"51.0601","R",17508,"R",891,"R",26,2,"R",9,"51.0701","R",30600,"R",0,"R",120,2,"R",25,"51.0602","R",68145,"R",5900,"R",89,2,"R",18,"51.0908","R",40218,"R",1271,"R",76,2,"R",18,
